,cmr_a_0,cmr_b_0,cmr_c_0,cmr_d_0,cmr_e_0,cmr_f_0,cmr_g_0,cmr_h_0,cmr_i_0,cmr_j_0,cmr_k_0,cmr_l_0,cmr_m_0,cmr_n_0,cmr_a_1,cmr_b_1,cmr_c_1,cmr_d_1,cmr_e_1,cmr_f_1,cmr_g_1,cmr_h_1,cmr_i_1,cmr_j_1,cmr_k_1,cmr_l_1,cmr_m_1,cmr_n_1,cmr_c_2,cmr_g_2,cmr_h_2,cmr_i_2,cmr_j_2,cmr_k_2,cmr_m_2,mr_a_0,mr_b_0,mr_c_0,mr_d_0,mr_e_0,mr_f_0,mr_g_0,mr_h_0,mr_i_0,mr_j_0,mr_k_0,mr_l_0,mr_m_0,mr_n_0,mr_a_1,mr_b_1,mr_c_1,mr_d_1,mr_e_1,mr_f_1,mr_g_1,mr_h_1,mr_i_1,mr_j_1,mr_k_1,mr_l_1,mr_m_1,mr_n_1,mr_a_2,mr_b_2,mr_c_2,mr_d_2,mr_e_2,mr_f_2,mr_g_2,mr_h_2,mr_i_2,mr_j_2,mr_k_2,mr_l_2,mr_m_2,mr_n_2,all_a_0,all_b_0,all_c_0,all_d_0,all_e_0,all_f_0,all_g_0,all_h_0,all_i_0,all_j_0,all_k_0,all_l_0,all_m_0,all_n_0,all_a_1,all_b_1,all_c_1,all_d_1,all_e_1,all_f_1,all_g_1,all_h_1,all_i_1,all_j_1,all_k_1,all_l_1,all_m_1,all_n_1,all_a_2,all_b_2,all_c_2,all_d_2,all_e_2,all_f_2,all_g_2,all_h_2,all_i_2,all_j_2,all_k_2,all_l_2,all_m_2,all_n_2
191.0,54.0,149.0,266.0,394.0,518.0,628.0,750.0,875.0,998.0,1126.0,1259.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,403.0,527.0,640.0,760.0,885.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,764.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,160.0,283.0,405.0,530.0,643.0,766.0,891.0,1019.0,1147.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,94.0,188.0,320.0,450.0,567.0,683.0,805.0,928.0,1063.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,609.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
192.0,54.0,150.0,0.0,395.0,519.0,629.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,0.0,404.0,527.0,641.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,0.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,644.0,767.0,892.0,1019.0,1148.0,1280.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,95.0,189.0,321.0,451.0,568.0,684.0,806.0,929.0,1063.0,1187.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,609.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
193.0,54.0,150.0,-3.0,-5.0,519.0,-3.0,-5.0,877.0,-5.0,-5.0,1261.0,-4.0,-4.0,-4.0,64.0,157.0,-3.0,-5.0,527.0,-3.0,-5.0,886.0,-5.0,-5.0,1274.0,-4.0,-4.0,-4.0,-3.0,-5.0,889.0,-5.0,-5.0,1277.0,-4.0,68.0,161.0,-3.0,-5.0,530.0,-3.0,-5.0,893.0,-5.0,-5.0,1281.0,-4.0,-4.0,-4.0,87.0,181.0,-3.0,-5.0,559.0,-3.0,-5.0,920.0,-5.0,-5.0,1313.0,-4.0,-4.0,-4.0,92.0,186.0,-3.0,-5.0,565.0,-3.0,-5.0,927.0,-5.0,-5.0,1319.0,-4.0,-4.0,-4.0,2.0,95.0,-3.0,-5.0,451.0,-3.0,-5.0,807.0,-5.0,-5.0,1188.0,-4.0,-4.0,-4.0,38.0,134.0,-3.0,-5.0,499.0,-3.0,-5.0,857.0,-5.0,-5.0,1241.0,-4.0,-4.0,-4.0,48.0,144.0,-3.0,-5.0,511.0,-3.0,-5.0,870.0,-5.0,-5.0,1254.0,-4.0,-4.0,-4.0
194.0,54.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,-3.0,1127.0,-5.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,-3.0,1141.0,-5.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,-3.0,1145.0,-5.0,-4.0,67.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,-3.0,1147.0,-5.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,-3.0,1178.0,-5.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,-3.0,1184.0,-5.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,-3.0,1064.0,-5.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,-3.0,1108.0,-5.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,-3.0,1120.0,-5.0,-4.0,-4.0,-4.0
195.0,54.0,0.0,266.0,395.0,518.0,630.0,751.0,876.0,998.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,0.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,646.0,769.0,894.0,1020.0,1147.0,1282.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,95.0,189.0,321.0,452.0,570.0,686.0,809.0,930.0,1065.0,1189.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
196.0,54.0,149.0,266.0,396.0,0.0,628.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,0.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,0.0,645.0,768.0,894.0,1021.0,1147.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,0.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,0.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,929.0,1064.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
197.0,54.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,1022.0,1147.0,1282.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,929.0,1064.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
198.0,55.0,0.0,0.0,394.0,518.0,628.0,750.0,875.0,998.0,0.0,0.0,-3.0,1509.0,-3.0,64.0,0.0,0.0,403.0,527.0,640.0,760.0,885.0,1012.0,0.0,0.0,-3.0,1524.0,-3.0,0.0,764.0,889.0,1017.0,0.0,0.0,1528.0,67.0,160.0,283.0,405.0,530.0,643.0,767.0,891.0,1023.0,1149.0,1283.0,-3.0,1530.0,-3.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1052.0,1179.0,1313.0,-3.0,1567.0,-3.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1061.0,1184.0,1319.0,-3.0,1575.0,-3.0,1.0,94.0,188.0,320.0,450.0,567.0,683.0,805.0,928.0,1066.0,1190.0,-3.0,1434.0,-3.0,37.0,134.0,248.0,375.0,499.0,609.0,732.0,856.0,977.0,1109.0,1241.0,-3.0,1490.0,-3.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1121.0,1254.0,-3.0,1503.0,-3.0
199.0,54.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,1022.0,1148.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,929.0,1064.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
200.0,54.0,149.0,267.0,396.0,0.0,630.0,751.0,0.0,0.0,0.0,1259.0,-4.0,-4.0,-4.0,64.0,157.0,278.0,404.0,0.0,640.0,761.0,0.0,0.0,0.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,0.0,0.0,0.0,1277.0,-4.0,69.0,161.0,285.0,406.0,531.0,646.0,770.0,894.0,1020.0,1147.0,1282.0,-4.0,-4.0,-4.0,88.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,97.0,191.0,323.0,453.0,570.0,686.0,808.0,930.0,1065.0,1189.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
201.0,-3.0,0.0,266.0,395.0,519.0,630.0,751.0,875.0,1000.0,1128.0,1259.0,-4.0,-4.0,-4.0,-3.0,0.0,277.0,404.0,527.0,640.0,761.0,885.0,1013.0,1142.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,-3.0,161.0,284.0,405.0,530.0,646.0,770.0,891.0,1021.0,1150.0,1279.0,-4.0,-4.0,-4.0,-3.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,-3.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,-3.0,95.0,191.0,320.0,454.0,570.0,687.0,806.0,931.0,1067.0,1191.0,-4.0,-4.0,-4.0,-3.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,-3.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
202.0,-3.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,-3.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,-3.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,1022.0,1147.0,1279.0,-4.0,-4.0,-4.0,-3.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,-3.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,-3.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,929.0,1064.0,1186.0,-4.0,-4.0,-4.0,-3.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,-3.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
203.0,54.0,0.0,266.0,395.0,519.0,630.0,751.0,875.0,1000.0,1128.0,1259.0,-4.0,-4.0,-4.0,64.0,0.0,277.0,404.0,527.0,640.0,761.0,885.0,1013.0,1142.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,646.0,770.0,891.0,1021.0,1150.0,1282.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,95.0,189.0,321.0,452.0,570.0,687.0,806.0,931.0,1063.0,1189.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
204.0,54.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,1019.0,1148.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,929.0,1064.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
205.0,54.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,999.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,1021.0,1147.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,808.0,929.0,1064.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
206.0,55.0,149.0,266.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,0.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,281.0,0.0,0.0,0.0,0.0,0.0,-4.0,67.0,160.0,283.0,406.0,531.0,643.0,768.0,895.0,1021.0,0.0,0.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,921.0,1051.0,0.0,0.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,0.0,0.0,-4.0,-4.0,-4.0,1.0,94.0,188.0,323.0,450.0,568.0,684.0,810.0,931.0,1064.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,609.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
207.0,54.0,149.0,266.0,396.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,-4.0,281.0,0.0,0.0,0.0,0.0,0.0,-4.0,67.0,161.0,284.0,405.0,530.0,645.0,768.0,894.0,1021.0,1147.0,1282.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,96.0,190.0,322.0,452.0,569.0,685.0,810.0,931.0,1065.0,1189.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
208.0,54.0,149.0,267.0,396.0,0.0,630.0,751.0,876.0,998.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,278.0,404.0,0.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,285.0,406.0,0.0,646.0,769.0,894.0,1020.0,1147.0,1282.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,0.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,0.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,97.0,191.0,323.0,453.0,570.0,686.0,809.0,930.0,1065.0,1189.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
209.0,-3.0,149.0,266.0,396.0,518.0,628.0,751.0,876.0,999.0,1127.0,-5.0,-4.0,-4.0,-4.0,-3.0,157.0,277.0,404.0,527.0,640.0,761.0,886.0,1012.0,1141.0,-5.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,-5.0,-4.0,-3.0,161.0,283.0,405.0,530.0,645.0,768.0,894.0,1022.0,1147.0,-5.0,-4.0,-4.0,-4.0,-3.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,-5.0,-4.0,-4.0,-4.0,-3.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,-5.0,-4.0,-4.0,-4.0,-3.0,96.0,188.0,320.0,454.0,569.0,685.0,808.0,929.0,1064.0,-5.0,-4.0,-4.0,-4.0,-3.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,-5.0,-4.0,-4.0,-4.0,-3.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,-5.0,-4.0,-4.0,-4.0
210.0,54.0,149.0,266.0,395.0,519.0,629.0,751.0,0.0,1000.0,1128.0,1259.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,641.0,761.0,0.0,1013.0,1142.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,0.0,1017.0,1145.0,1277.0,-4.0,67.0,160.0,283.0,405.0,530.0,644.0,766.0,891.0,1022.0,1147.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,98.0,192.0,320.0,454.0,568.0,688.0,806.0,931.0,1067.0,1191.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,609.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
211.0,54.0,149.0,266.0,395.0,519.0,629.0,-5.0,-5.0,0.0,1128.0,1259.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,641.0,-5.0,-5.0,0.0,1142.0,1273.0,-4.0,-4.0,-4.0,281.0,-5.0,-5.0,0.0,1145.0,1277.0,-4.0,67.0,160.0,283.0,405.0,530.0,644.0,-5.0,-5.0,1022.0,1147.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,-5.0,-5.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,-5.0,-5.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,98.0,192.0,321.0,452.0,568.0,-5.0,-5.0,931.0,1067.0,1191.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,609.0,-5.0,-5.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,-5.0,-5.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
212.0,54.0,149.0,266.0,395.0,518.0,628.0,-3.0,875.0,998.0,1126.0,1259.0,-4.0,-4.0,-4.0,64.0,157.0,277.0,404.0,527.0,640.0,-3.0,885.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,-3.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,160.0,283.0,405.0,530.0,643.0,-3.0,891.0,1022.0,1148.0,1279.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,559.0,675.0,-3.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,565.0,681.0,-3.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,94.0,188.0,321.0,450.0,567.0,-3.0,805.0,928.0,1063.0,1186.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,609.0,-3.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,-3.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
213.0,54.0,149.0,267.0,396.0,0.0,630.0,751.0,876.0,998.0,1127.0,1260.0,-4.0,-4.0,-4.0,64.0,157.0,278.0,404.0,0.0,640.0,761.0,886.0,1012.0,1141.0,1273.0,-4.0,-4.0,-4.0,281.0,765.0,889.0,1017.0,1145.0,1277.0,-4.0,67.0,161.0,285.0,406.0,0.0,646.0,769.0,894.0,1020.0,1147.0,1282.0,-4.0,-4.0,-4.0,87.0,181.0,310.0,440.0,0.0,675.0,797.0,919.0,1051.0,1178.0,1312.0,-4.0,-4.0,-4.0,92.0,186.0,318.0,448.0,0.0,681.0,803.0,926.0,1060.0,1184.0,1318.0,-4.0,-4.0,-4.0,1.0,97.0,191.0,323.0,453.0,570.0,686.0,809.0,930.0,1065.0,1189.0,-4.0,-4.0,-4.0,37.0,134.0,248.0,375.0,499.0,610.0,732.0,856.0,977.0,1108.0,1240.0,-4.0,-4.0,-4.0,48.0,144.0,260.0,388.0,511.0,622.0,744.0,869.0,992.0,1120.0,1253.0,-4.0,-4.0,-4.0
214.0,56.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,65.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,70.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,89.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,93.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,3.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,39.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,49.0,-5.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
